OTU	Taxonomy	Name	Chia_name	Chia_id	Match	Mean	Max	BK301	BK303	BK304	BK305	BK306	BK307	BK308	BK309	BK310	BK311	BK312	BK313	BK314	BK315	BK316	BK317	BK319	BR301	BR302	BR303	BR304	BR305	BR306	BR307	BR308	BR309	BR310	BR311	BR313	BR314	BR315	BR316	BR317	BR318	BR319	BR320	BR321	BR322	BR323	BR324	BR325	BR326	BR327	BR328	BR329
Out130	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillibacter; s__Oscillibacter_valericigenes	Oscillibacter valericigenes	NA	0	F	2.688888889	22	2	0	0	0	0	16	0	2	0	2	0	0	0	2	0	0	0	0	6	22	1	0	0	1	5	14	3	0	0	0	14	1	0	14	3	3	4	0	4	0	2	0	0	0	0
Out175	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillibacter; s__Oscillibacter_valericigenes	Oscillibacter valericigenes	NA	0	F	1.488888889	8	0	2	2	0	2	4	2	8	1	2	0	7	4	0	6	0	0	1	0	0	1	8	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	3	0	1	7	1	0
Out269	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillibacter; s__Oscillibacter_valericigenes	Oscillibacter valericigenes	NA	0	F	0.333333333	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	3	0	0
Out300	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillibacter; s__Oscillibacter_valericigenes	Oscillibacter valericigenes	NA	0	F	0.488888889	5	1	0	0	1	0	1	0	3	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	1	0	0	0	0	1	1	0	0	0	0
Out312	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillibacter; s__Oscillibacter_valericigenes	Oscillibacter valericigenes	NA	0	F	0.177777778	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0
Out314	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillibacter; s__Oscillibacter_valericigenes	Oscillibacter valericigenes	NA	0	F	0.644444444	6	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	1	0	0	0	0	0	2	2	0	0	0	0	1	0	1	1	0	2	1	0	0	2	0	0	6	0	0
Out402	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillibacter; s__Oscillibacter_valericigenes	Oscillibacter valericigenes	NA	0	F	0.444444444	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	2	0	0	0	0	0	0	8	1	0	3	0	0	0	0	0	1	0	0
Out465	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillibacter; s__Oscillibacter_valericigenes	Oscillibacter valericigenes	NA	0	F	0.111111111	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
Out504	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillibacter; s__Oscillibacter_valericigenes	Oscillibacter valericigenes	NA	0	F	0.155555556	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0
Out697	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillibacter; s__Oscillibacter_valericigenes	Oscillibacter valericigenes	NA	0	F	0.533333333	13	2	0	4	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out727	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillibacter; s__Oscillibacter_valericigenes	Oscillibacter valericigenes	NA	0	F	0.066666667	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out630	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Oxalobacter; s__Oxalobacter_formigenes	Oxalobacter formigenes	Oxalobacter formigenes	804	T	0.155555556	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0
Out516	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__Parabacteroides_chinchillae	Parabacteroides chinchillae	Parabacteroides johnsonii	813	F	0.088888889	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Out149	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__Parabacteroides_distasonis	Parabacteroides distasonis	Parabacteroides distasonis	812	T	20.75555556	216	1	5	18	9	10	8	1	9	2	13	163	77	33	3	27	1	5	6	1	1	2	8	34	9	6	6	9	0	216	44	1	4	29	69	0	1	3	10	6	14	6	43	13	3	5
Out42	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__Parabacteroides_distasonis	Parabacteroides distasonis	Parabacteroides distasonis	812	T	23.02222222	285	16	5	31	6	4	23	7	13	2	15	129	126	19	0	0	0	19	21	3	3	5	1	2	13	5	10	14	0	285	130	13	2	1	9	4	7	1	3	6	28	4	0	35	2	14
Out717	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__Parabacteroides_distasonis	Parabacteroides distasonis	Parabacteroides distasonis	812	T	2.177777778	20	0	1	0	0	1	0	0	0	0	19	2	1	20	1	0	0	0	3	0	0	6	0	0	0	0	0	0	0	12	5	17	0	2	2	0	0	0	1	0	1	2	0	0	1	1
Out22	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__Parabacteroides_merdae	Parabacteroides merdae	Parabacteroides merdae	814	T	34.08888889	1103	1	0	0	30	21	2	0	5	0	1	0	0	72	1	1	0	0	2	0	0	13	0	0	1	4	0	6	0	1103	118	21	3	26	71	0	11	0	0	1	1	1	0	11	6	1
Out39	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__Parabacteroides_merdae	Parabacteroides merdae	Parabacteroides merdae	814	T	16.04444444	122	6	1	9	50	0	49	122	104	21	17	0	0	74	6	15	9	9	4	1	17	0	19	12	8	5	15	20	0	0	1	0	0	0	0	0	0	0	1	25	1	3	29	45	0	24
Out616	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__Parabacteroides_merdae	Parabacteroides merdae	Parabacteroides merdae	814	T	0.022222222	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out88	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Paraprevotella; s__Paraprevotella_clara	Paraprevotella clara	NA	0	F	4.222222222	47	7	1	0	0	0	25	0	4	5	16	47	0	0	0	0	0	1	0	0	0	0	0	0	1	16	0	0	0	0	0	31	0	0	1	2	0	0	0	0	0	1	0	0	32	0
Out145	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Paraprevotella; s__Paraprevotella_xylaniphila	Paraprevotella xylaniphila	NA	0	F	1.555555556	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0
Out417	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Paraprevotella; s__Paraprevotella_xylaniphila	Paraprevotella xylaniphila	NA	0	F	0.244444444	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
Out98	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Parasutterella; s__Parasutterella_excrementihominis	Parasutterella excrementihominis	NA	0	F	8.666666667	108	1	2	0	0	76	38	52	5	29	0	0	44	0	0	0	0	0	0	0	0	1	0	25	0	6	0	2	0	0	108	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Out445	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales_Incertae_Sedis_XI; g__Parvimonas; s__Parvimonas_micra	Parvimonas micra	NA	0	F	0.022222222	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out392	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__Phascolarctobacterium_faecium	Phascolarctobacterium faecium	NA	0	F	0.355555556	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0
Out41	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__Phascolarctobacterium_faecium	Phascolarctobacterium faecium	NA	0	F	34.28888889	212	37	46	54	31	40	71	3	4	13	0	0	105	169	24	212	0	17	0	0	0	0	0	69	49	0	0	40	0	107	41	49	27	118	9	5	28	0	50	0	112	0	0	0	2	11
Out116	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__Phascolarctobacterium_succinatutens	Phascolarctobacterium succinatutens	NA	0	F	4	65	0	0	0	0	0	0	0	0	0	53	31	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	20	0	0	0	0
Out627	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas_somerae	Porphyromonas somerae	NA	0	F	0.111111111	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_copri	Prevotella copri	Prevotella copri	870	T	775.7555556	3751	330	3751	1038	0	0	2	7	1121	5	1790	0	0	62	4	525	818	3415	1481	1475	1592	0	484	2152	2846	2091	18	7	1926	0	0	1	320	0	1	2	2137	2129	3	2826	535	9	0	0	6	0
Out21	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_copri	Prevotella copri	Prevotella copri	870	T	140.2666667	2447	151	6	1	0	0	0	0	173	1	398	0	0	9	2447	8	26	0	119	1093	142	0	337	0	9	0	6	1	627	0	0	0	173	0	0	0	426	153	0	2	3	0	0	0	1	0
Out309	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_copri	Prevotella copri	Prevotella copri	870	T	18.35555556	232	31	0	0	0	0	0	0	0	0	87	0	0	0	232	0	8	0	25	63	51	0	45	0	24	0	0	0	112	0	0	0	42	0	0	0	74	30	0	0	2	0	0	0	0	0
Out33	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_copri	Prevotella copri	Prevotella copri	870	T	111.6	2827	455	6	1	0	0	0	0	0	1	146	0	0	0	649	1	0	7	0	274	4	1	0	2	2	11	13	0	268	0	1	0	127	0	0	2827	4	131	0	7	1	0	0	83	0	0
Out349	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_copri	Prevotella copri	Prevotella copri	870	T	31.75555556	266	45	25	3	0	0	0	0	6	2	231	0	0	0	0	9	1	18	224	174	17	0	29	11	26	3	2	0	38	0	0	0	10	0	0	0	266	112	0	177	0	0	0	0	0	0
Out710	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_copri	Prevotella copri	Prevotella copri	870	T	27.48888889	250	0	0	0	0	0	0	0	9	1	64	0	0	0	14	0	52	0	94	250	15	0	78	0	102	0	0	0	235	0	0	0	39	1	0	0	207	54	0	0	22	0	0	0	0	0
Out12	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_stercorea	Prevotella stercorea	Prevotella salivae	878	F	71.66666667	1914	1914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1008	0	0	0	1	4	291	0	0	0	0	0	0
Out189	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_stercorea	Prevotella stercorea	Prevotella salivae	878	F	0.533333333	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	19	0	0	0	0	0	0
Out19	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_stercorea	Prevotella stercorea	Prevotella salivae	878	F	113.2222222	2217	0	0	0	0	0	0	0	0	0	1	339	0	0	0	1	756	0	481	358	585	0	46	0	8	224	25	0	0	1	0	0	1	4	0	1	24	22	0	0	0	2217	0	0	1	0
Out45	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_stercorea	Prevotella stercorea	Prevotella salivae	878	F	22.62222222	983	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	983	0	0	0	0	0	21	0	0	0	0	0	0
Out685	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_timonensis	Prevotella timonensis	Prevotella timonensis	880	T	0.044444444	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Out413	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Pseudoflavonifractor; s__Pseudoflavonifractor_capillosus	Pseudoflavonifractor capillosus	Pseudoflavonifractor capillosus	895	T	0.155555556	2	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out61	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia_faecis	Roseburia faecis	NA	0	F	29.11111111	262	12	0	17	14	56	5	51	38	102	2	0	0	0	0	0	8	4	30	0	33	6	26	39	12	4	36	30	6	0	0	262	85	114	19	75	10	4	38	23	35	29	0	22	63	0
Out128	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia_hominis	Roseburia hominis	NA	0	F	6.022222222	43	1	0	5	0	11	1	2	9	14	4	0	0	3	0	1	2	0	2	3	1	7	0	10	1	0	11	6	0	0	0	9	16	20	5	4	6	4	14	23	8	3	43	6	15	1
Out86	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia_intestinalis	Roseburia intestinalis	Roseburia intestinalis	952	T	9.888888889	91	0	1	13	0	29	0	0	0	70	0	0	0	3	0	0	5	4	1	12	4	66	6	9	13	0	7	7	0	0	0	5	4	0	0	0	3	0	91	1	1	12	2	2	16	58
Out55	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia_inulinivorans	Roseburia inulinivorans	Roseburia inulinivorans	953	T	28.6	140	1	0	124	45	2	9	104	26	0	40	0	0	13	24	0	0	41	18	21	6	140	19	3	30	2	12	13	4	0	1	22	23	13	2	37	38	4	121	37	0	95	9	46	87	55
Out586	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia_inulinivorans	Roseburia inulinivorans	Roseburia inulinivorans	953	T	9.022222222	71	0	1	23	8	1	5	20	6	0	13	0	0	3	6	0	0	8	11	19	4	45	8	1	8	1	12	2	1	0	0	8	13	2	0	7	6	0	23	71	0	22	6	13	18	11
Out536	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__Rothia_mucilaginosa	Rothia mucilaginosa	NA	0	F	0.066666667	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Out136	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus_bromii	Ruminococcus bromii	Ruminococcus bromii	964	T	3.711111111	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out48	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus_bromii	Ruminococcus bromii	Ruminococcus bromii	964	T	29.55555556	620	12	0	0	0	144	620	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	14	8	11	0	60	3	0	19	35	5	0	23	141	192	8
Out135	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus_callidus	Ruminococcus callidus	NA	0	F	1.4	31	0	0	0	0	0	15	0	0	0	0	0	0	14	0	0	0	0	0	0	0	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Out97	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus_callidus	Ruminococcus callidus	NA	0	F	6.377777778	36	0	0	22	0	0	0	0	0	0	13	0	0	0	0	0	0	10	36	0	21	0	0	0	0	30	8	11	0	0	0	13	0	0	0	0	0	0	0	23	34	31	0	35	0	0
Out30	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Ruminococcus2; s__Ruminococcus_faecis	Ruminococcus faecis	NA	0	F	38.44444444	361	14	24	57	105	0	3	0	0	2	65	0	0	146	7	0	243	14	6	0	13	24	55	18	11	22	8	4	106	0	0	9	44	11	48	16	3	2	361	72	13	10	40	86	68	0
Out471	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus_flavefaciens	Ruminococcus flavefaciens	Ruminococcus flavefaciens	965	T	0.111111111	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Out509	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus_flavefaciens	Ruminococcus flavefaciens	Ruminococcus flavefaciens	965	T	0.066666667	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Out15	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiracea_incertae_sedis; s__Ruminococcus_gnavus	Ruminococcus gnavus	Ruminococcus gnavus	966	T	69.04444444	584	0	3	13	40	17	8	158	0	87	1	488	241	5	0	107	1	2	0	13	0	65	5	0	0	0	8	584	0	253	434	3	0	3	0	0	1	0	325	8	207	3	1	1	1	21
Out127	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Ruminococcus_obeum	Ruminococcus obeum	Ruminococcus obeum	968	T	5.6	79	1	1	4	6	1	7	0	31	3	14	0	0	6	1	2	2	2	5	1	4	2	3	0	3	13	13	2	1	0	0	7	15	1	2	3	6	1	1	1	5	79	0	1	1	1
Out524	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Ruminococcus_obeum	Ruminococcus obeum	Ruminococcus obeum	968	T	1.155555556	10	2	0	2	4	1	1	0	4	1	0	0	0	2	0	0	1	0	0	1	0	1	0	0	0	1	7	0	0	0	0	3	5	1	0	0	3	0	0	0	1	10	0	1	0	0
Out36	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Ruminococcus2; s__Ruminococcus_torques	Ruminococcus torques	Ruminococcus torques	969	T	21.66666667	268	3	29	4	13	6	40	0	2	23	18	0	0	26	6	21	2	3	18	2	14	17	268	18	0	0	4	14	0	8	86	16	1	0	0	0	4	0	65	18	147	17	0	25	7	30
Out535	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Ruminococcus2; s__Ruminococcus_torques	Ruminococcus torques	Ruminococcus torques	969	T	0.4	3	0	0	1	0	0	0	1	0	0	0	1	1	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3	0	1	2	0	0	0	0
Out73	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia/Shigella; s__Shigella_sonnei	Shigella sonnei	Shigella sonnei	1007	T	18.84444444	254	1	0	176	5	19	6	1	9	21	4	24	8	0	0	3	21	26	0	19	7	68	9	11	0	2	21	0	1	254	14	0	17	30	8	0	5	5	21	1	2	0	0	1	0	28
Out500	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__Slackia; s__Slackia_isoflavoniconvertens	Slackia isoflavoniconvertens	NA	0	F	0.022222222	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out579	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Solobacterium; s__Solobacterium_moorei	Solobacterium moorei	NA	0	F	0.022222222	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out218	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_alactolyticus	Streptococcus alactolyticus	NA	0	F	0.888888889	7	0	0	0	1	0	0	0	0	1	1	7	6	2	0	0	0	0	0	0	0	0	1	0	4	4	0	0	1	0	0	0	0	0	3	0	2	1	2	0	0	2	0	0	0	2
Out382	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_gallolyticus_subsp._macedonicus	Streptococcus gallolyticus subsp. macedonicus	Streptococcus gallolyticus	1052	T	0.066666667	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Out28	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_gallolyticus_subsp._pasteurianus	Streptococcus gallolyticus subsp. pasteurianus	Streptococcus gallolyticus	1052	T	8.2	217	1	0	0	1	13	0	0	0	0	0	43	0	0	4	0	0	0	21	0	0	3	0	0	0	0	0	217	0	0	6	0	0	0	0	0	0	0	51	0	0	0	0	9	0	0
Out121	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_infantarius_subsp._coli	Streptococcus infantarius subsp. coli	Streptococcus infantarius	1054	T	3	132	0	0	0	0	0	1	0	0	132	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Out62	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_salivarius_subsp._salivarius	Streptococcus salivarius subsp. salivarius	Streptococcus salivarius	1064	T	10.31111111	54	7	7	13	17	1	21	0	18	4	2	11	28	2	2	1	1	9	54	9	2	9	15	1	4	32	21	29	36	1	3	5	21	0	3	5	2	0	45	0	2	2	2	11	3	3
Out701	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_sanguinis	Streptococcus sanguinis	Streptococcus sanguinis	1065	T	0.088888889	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Out31	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio; s__Succinivibrio_dextrinosolvens	Succinivibrio dextrinosolvens	NA	0	T	18.46666667	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	830	0	0	0	0	0	0	0	0
Out341	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Sutterella; s__Sutterella_parvirubra	Sutterella parvirubra	Sutterella wadsworthensis	1099	F	0.422222222	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
