microbe	metabolite	edge_type	microbe_Chia_name	microbe_ID	metabolite_Chia_name	metabolite_ID
Veillonella atypica ACS-049-V-Sch6	L-tyrosine	5	Veillonella atypica	1167	L-Tyrosine (Tyrosine)	2155
Veillonella atypica ACS-049-V-Sch6	uracil	5	Veillonella atypica	1167	Uracil	2237
Veillonella atypica ACS-049-V-Sch6	L-valine	5	Veillonella atypica	1167	L-Valine (Valine, D-Valine)	2156
Clostridium perfringens ATCC 13124	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)	5	Clostridium perfringens	320	1,2-diacylglycerol (1-acylglycerol, Monoacylglycerol, Monoglyceride, Monoacylglycerol)	2002
Clostridium perfringens ATCC 13124	Propane-1,3-diol	5	Clostridium perfringens	320	1,3-Propanediol	2005
Clostridium perfringens ATCC 13124	2-Oxobutanoate	5	Clostridium perfringens	320	2-Oxobutyrate (Alpha-ketobutyrate, 2-Oxobutanoate)	2008
Clostridium perfringens ATCC 13124	acetaldehyde	5	Clostridium perfringens	320	Acetaldehyde	2013
Clostridium perfringens ATCC 13124	N-acetyl-D-glucosamine	5	Clostridium perfringens	320	N-Acetyl-D-Glucosamine (N-Acetylglucosamine)	2172
Clostridium perfringens ATCC 13124	N-acetylneuraminate	5	Clostridium perfringens	320	N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid)	2175
Clostridium perfringens ATCC 13124	acetate	5	Clostridium perfringens	320	Acetate	2014
Clostridium perfringens ATCC 13124	Adenosine	5	Clostridium perfringens	320	Adenosine	2018
Clostridium perfringens ATCC 13124	Adenosylcobalamin	5	Clostridium perfringens	320	Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III])	2019
Clostridium perfringens ATCC 13124	L-alanine	5	Clostridium perfringens	320	L-Alanine (D-Alanine, Alanine)	2125
Clostridium perfringens ATCC 13124	Starch	5	Clostridium perfringens	320	Starch	2215
Clostridium perfringens ATCC 13124	D-glucose	5	Clostridium perfringens	320	D-Glucose (Glucose)	2068
Clostridium perfringens ATCC 13124	Starch	5	Clostridium perfringens	320	Starch	2215
Clostridium perfringens ATCC 13124	L-arabinose	5	Clostridium perfringens	320	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	2060
Clostridium perfringens ATCC 13124	D-Galactose	5	Clostridium perfringens	320	D-Galactose	2064
Clostridium perfringens ATCC 13124	L-Rhamnose	5	Clostridium perfringens	320	L-Rhamnose (Rhamnose, D-Rhamnose)	2149
Clostridium perfringens ATCC 13124	D-Galacturonate	5	Clostridium perfringens	320	D-Galacturonate	2065
Clostridium perfringens ATCC 13124	Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000	5	Clostridium perfringens	320	Arabinogalactan	2026
Clostridium perfringens ATCC 13124	D-glucuronate	5	Clostridium perfringens	320	D-Glucuronic acid (D-Glucuronate)	2069
Clostridium perfringens ATCC 13124	L-argininium(1+)	5	Clostridium perfringens	320	L-Arginine (Arginine)	2127
Clostridium perfringens ATCC 13124	L-asparagine	5	Clostridium perfringens	320	L-Asparagine (Asparagine)	2128
Clostridium perfringens ATCC 13124	L-aspartate(1-)	5	Clostridium perfringens	320	L-Aspartate (Aspartate, D-Aspartate)	2129
Clostridium perfringens ATCC 13124	Biotin	5	Clostridium perfringens	320	Biotin (Vitamin B7)	2035
Clostridium perfringens ATCC 13124	butyrate	5	Clostridium perfringens	320	Butyrate	2038
Clostridium perfringens ATCC 13124	cellobiose	5	Clostridium perfringens	320	Cellobiose	2043
Clostridium perfringens ATCC 13124	L-cysteine	5	Clostridium perfringens	320	L-Cysteine (Cysteine, D-Cysteine)	2131
Clostridium perfringens ATCC 13124	Cytidine	5	Clostridium perfringens	320	Cytidine	2058
Clostridium perfringens ATCC 13124	ethanol	5	Clostridium perfringens	320	Ethanol	2089
Clostridium perfringens ATCC 13124	Formate	5	Clostridium perfringens	320	Formate	2093
Clostridium perfringens ATCC 13124	D-Fructose	5	Clostridium perfringens	320	D-Fructose (Fructose)	2061
Clostridium perfringens ATCC 13124	galactitol	2	Clostridium perfringens	320	Galactitol (Dulcitol)	2097
Clostridium perfringens ATCC 13124	D-Glucosamine	5	Clostridium perfringens	320	D-Glucosamine (Glucosamine)	2067
Clostridium perfringens ATCC 13124	L-glutamine	5	Clostridium perfringens	320	L-Glutamine (D-Glutamine, Glutamine)	2134
Clostridium perfringens ATCC 13124	L-glutamate(1-)	5	Clostridium perfringens	320	L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)	2133
Clostridium perfringens ATCC 13124	Glycine	5	Clostridium perfringens	320	L-Glycine (Glycine)	2135
Clostridium perfringens ATCC 13124	glycine betaine	2	Clostridium perfringens	320	Betaine (Glycine betaine)	2033
Clostridium perfringens ATCC 13124	Glycerol	5	Clostridium perfringens	320	Glycerol	2098
Clostridium perfringens ATCC 13124	Guanine	5	Clostridium perfringens	320	Guanine	2105
Clostridium perfringens ATCC 13124	Hydrogen	5	Clostridium perfringens	320	H2 (Hydrogen)	2107
Clostridium perfringens ATCC 13124	Hydrogen sulfide	5	Clostridium perfringens	320	H2S (HS-)	2109
Clostridium perfringens ATCC 13124	L-histidine	5	Clostridium perfringens	320	L-Histidine (Histidine)	2136
Clostridium perfringens ATCC 13124	L-isoleucine	5	Clostridium perfringens	320	L-Isoleucine (Isoleucine)	2140
Clostridium perfringens ATCC 13124	Inosine	5	Clostridium perfringens	320	Inosine	2116
Clostridium perfringens ATCC 13124	Lactose	5	Clostridium perfringens	320	Lactose	2157
Clostridium perfringens ATCC 13124	L-leucine	5	Clostridium perfringens	320	L-Leucine (Leucine)	2142
Clostridium perfringens ATCC 13124	L-lysinium(1+)	5	Clostridium perfringens	320	L-Lysine (Lysine, D-Lysine)	2143
Clostridium perfringens ATCC 13124	Maltose	5	Clostridium perfringens	320	Maltose	2161
Clostridium perfringens ATCC 13124	D-Mannose	5	Clostridium perfringens	320	D-Mannose (Mannose)	2072
Clostridium perfringens ATCC 13124	Melibiose	5	Clostridium perfringens	320	Melibiose	2162
Clostridium perfringens ATCC 13124	L-methionine	5	Clostridium perfringens	320	L-Methionine (D-Methionine)	2145
Clostridium perfringens ATCC 13124	D-Mannitol	5	Clostridium perfringens	320	D-Mannitol (Mannitol)	2071
Clostridium perfringens ATCC 13124	Nicotinate	5	Clostridium perfringens	320	Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3)	2179
Clostridium perfringens ATCC 13124	Ammonium	5	Clostridium perfringens	320	NH3 (Ammonia, NH4+, Ammonium)	2178
Clostridium perfringens ATCC 13124	Nitrite	5	Clostridium perfringens	320	Nitrite	2182
Clostridium perfringens ATCC 13124	Nitrate	2	Clostridium perfringens	320	Nitrate	2180
Clostridium perfringens ATCC 13124	Ornithine	5	Clostridium perfringens	320	L-Ornithine (Ornithine)	2146
Clostridium perfringens ATCC 13124	Phenylalanine	5	Clostridium perfringens	320	L-Phenylalanine (Phenylalanine, D-Phenylalanine)	2147
Clostridium perfringens ATCC 13124	propionate	5	Clostridium perfringens	320	Propanoate (Propionate)	2201
Clostridium perfringens ATCC 13124	L-proline	5	Clostridium perfringens	320	L-Proline (Proline, D-Proline)	2148
Clostridium perfringens ATCC 13124	Putrescine	5	Clostridium perfringens	320	Putrescine	2203
Clostridium perfringens ATCC 13124	Pyridoxal	5	Clostridium perfringens	320	Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6)	2204
Clostridium perfringens ATCC 13124	D-ribose	5	Clostridium perfringens	320	D-Ribose (Ribose)	2074
Clostridium perfringens ATCC 13124	Riboflavin	5	Clostridium perfringens	320	Riboflavin (Vitamin B2)	2210
Clostridium perfringens ATCC 13124	Serine	5	Clostridium perfringens	320	L-Serine (Serine, D-Serine)	2151
Clostridium perfringens ATCC 13124	sulfate	5	Clostridium perfringens	320	Sulfate (Sulfuric acid)	2219
Clostridium perfringens ATCC 13124	Spermidine	5	Clostridium perfringens	320	Spermidine	2212
Clostridium perfringens ATCC 13124	Succinate	5	Clostridium perfringens	320	Succinate	2217
Clostridium perfringens ATCC 13124	Sucrose	5	Clostridium perfringens	320	Sucrose	2218
Clostridium perfringens ATCC 13124	L-threonine	5	Clostridium perfringens	320	L-Threonine (Threonine)	2153
Clostridium perfringens ATCC 13124	Thymidine	5	Clostridium perfringens	320	Thymidine	2228
Clostridium perfringens ATCC 13124	Trehalose	5	Clostridium perfringens	320	Trehalose	2231
Clostridium perfringens ATCC 13124	L-tryptophan	5	Clostridium perfringens	320	L-Tryptophan (Tryptophan)	2154
Clostridium perfringens ATCC 13124	L-tyrosine	5	Clostridium perfringens	320	L-Tyrosine (Tyrosine)	2155
Clostridium perfringens ATCC 13124	uracil	5	Clostridium perfringens	320	Uracil	2237
Clostridium perfringens ATCC 13124	Uridine	5	Clostridium perfringens	320	Uridine	2239
Clostridium perfringens ATCC 13124	L-valine	5	Clostridium perfringens	320	L-Valine (Valine, D-Valine)	2156
Bacteroides finegoldii DSM 17565	(S)-propane-1,2-diol	5	Bacteroides finegoldii (Alistipes finegoldii)	125	1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol)	2004
Bacteroides finegoldii DSM 17565	2-Oxobutanoate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	2-Oxobutyrate (Alpha-ketobutyrate, 2-Oxobutanoate)	2008
Bacteroides finegoldii DSM 17565	N-acetyl-D-glucosamine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	N-Acetyl-D-Glucosamine (N-Acetylglucosamine)	2172
Bacteroides finegoldii DSM 17565	acetate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Acetate	2014
Bacteroides finegoldii DSM 17565	Adenosine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Adenosine	2018
Bacteroides finegoldii DSM 17565	Adenosylcobalamin	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III])	2019
Bacteroides finegoldii DSM 17565	L-alanine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	L-Alanine (D-Alanine, Alanine)	2125
Bacteroides finegoldii DSM 17565	L-arabinose	5	Bacteroides finegoldii (Alistipes finegoldii)	125	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	2060
Bacteroides finegoldii DSM 17565	L-argininium(1+)	5	Bacteroides finegoldii (Alistipes finegoldii)	125	L-Arginine (Arginine)	2127
Bacteroides finegoldii DSM 17565	L-asparagine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	L-Asparagine (Asparagine)	2128
Bacteroides finegoldii DSM 17565	Biotin	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Biotin (Vitamin B7)	2035
Bacteroides finegoldii DSM 17565	cellobiose	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Cellobiose	2043
Bacteroides finegoldii DSM 17565	Cytidine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Cytidine	2058
Bacteroides finegoldii DSM 17565	laurate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Dodecanoate (Lauric acid, Laureate)	2087
Bacteroides finegoldii DSM 17565	Citrate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Citrate	2053
Bacteroides finegoldii DSM 17565	Formate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Formate	2093
Bacteroides finegoldii DSM 17565	galactitol	2	Bacteroides finegoldii (Alistipes finegoldii)	125	Galactitol (Dulcitol)	2097
Bacteroides finegoldii DSM 17565	D-Galacturonate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	D-Galacturonate	2065
Bacteroides finegoldii DSM 17565	D-glucose	5	Bacteroides finegoldii (Alistipes finegoldii)	125	D-Glucose (Glucose)	2068
Bacteroides finegoldii DSM 17565	D-glucuronate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	D-Glucuronic acid (D-Glucuronate)	2069
Bacteroides finegoldii DSM 17565	glycine betaine	2	Bacteroides finegoldii (Alistipes finegoldii)	125	Betaine (Glycine betaine)	2033
Bacteroides finegoldii DSM 17565	Guanosine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Guanosine	2106
Bacteroides finegoldii DSM 17565	Hydrogen	5	Bacteroides finegoldii (Alistipes finegoldii)	125	H2 (Hydrogen)	2107
Bacteroides finegoldii DSM 17565	Hexadecanoate (n-C16:0)	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Palmitate (Palmitic acid, Hexadecanoic acid, Hexadecanoate)	2189
Bacteroides finegoldii DSM 17565	Inosine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Inosine	2116
Bacteroides finegoldii DSM 17565	Isobutyrate, 2-Methylpropanoate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Isobutyrate (2-Methylpropanoic acid)	2119
Bacteroides finegoldii DSM 17565	Isovalerate, 3-Methylbutanoate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Isovalerate (3-Methylbutanoic acid)	2122
Bacteroides finegoldii DSM 17565	Lactose	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Lactose	2157
Bacteroides finegoldii DSM 17565	L-leucine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	L-Leucine (Leucine)	2142
Bacteroides finegoldii DSM 17565	L-lysinium(1+)	5	Bacteroides finegoldii (Alistipes finegoldii)	125	L-Lysine (Lysine, D-Lysine)	2143
Bacteroides finegoldii DSM 17565	Maltose	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Maltose	2161
Bacteroides finegoldii DSM 17565	D-Mannose	5	Bacteroides finegoldii (Alistipes finegoldii)	125	D-Mannose (Mannose)	2072
Bacteroides finegoldii DSM 17565	L-methionine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	L-Methionine (D-Methionine)	2145
Bacteroides finegoldii DSM 17565	Nicotinate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3)	2179
Bacteroides finegoldii DSM 17565	Ammonium	5	Bacteroides finegoldii (Alistipes finegoldii)	125	NH3 (Ammonia, NH4+, Ammonium)	2178
Bacteroides finegoldii DSM 17565	octadecanoate (n-C18:0)	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Stearic acid (Stearate, Octadecanoate)	2216
Bacteroides finegoldii DSM 17565	propionate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Propanoate (Propionate)	2201
Bacteroides finegoldii DSM 17565	L-proline	5	Bacteroides finegoldii (Alistipes finegoldii)	125	L-Proline (Proline, D-Proline)	2148
Bacteroides finegoldii DSM 17565	Putrescine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Putrescine	2203
Bacteroides finegoldii DSM 17565	Pyridoxal	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6)	2204
Bacteroides finegoldii DSM 17565	Raffinose	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Raffinose	2206
Bacteroides finegoldii DSM 17565	L-Rhamnose	5	Bacteroides finegoldii (Alistipes finegoldii)	125	L-Rhamnose (Rhamnose, D-Rhamnose)	2149
Bacteroides finegoldii DSM 17565	Serine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	L-Serine (Serine, D-Serine)	2151
Bacteroides finegoldii DSM 17565	sulfate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Sulfate (Sulfuric acid)	2219
Bacteroides finegoldii DSM 17565	Spermidine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Spermidine	2212
Bacteroides finegoldii DSM 17565	Stachyose	2	Bacteroides finegoldii (Alistipes finegoldii)	125	Stachyose	2214
Bacteroides finegoldii DSM 17565	Succinate	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Succinate	2217
Bacteroides finegoldii DSM 17565	Sucrose	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Sucrose	2218
Bacteroides finegoldii DSM 17565	L-threonine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	L-Threonine (Threonine)	2153
Bacteroides finegoldii DSM 17565	Thymidine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Thymidine	2228
Bacteroides finegoldii DSM 17565	Trehalose	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Trehalose	2231
Bacteroides finegoldii DSM 17565	tetradecanoate (n-C14:0)	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Myristic acid (Tetradecanoic acid, Tetradecanoate)	2171
Bacteroides finegoldii DSM 17565	Urea	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Urea	2238
Bacteroides finegoldii DSM 17565	Uridine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Uridine	2239
Bacteroides finegoldii DSM 17565	L-valine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	L-Valine (Valine, D-Valine)	2156
Bacteroides finegoldii DSM 17565	Xanthine	5	Bacteroides finegoldii (Alistipes finegoldii)	125	Xanthine	2241
Peptoniphilus harei ACS-146-V-Sch2b	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)	5	Peptoniphilus harei	837	1,2-diacylglycerol (1-acylglycerol, Monoacylglycerol, Monoglyceride, Monoacylglycerol)	2002
Peptoniphilus harei ACS-146-V-Sch2b	2-Oxobutanoate	5	Peptoniphilus harei	837	2-Oxobutyrate (Alpha-ketobutyrate, 2-Oxobutanoate)	2008
Peptoniphilus harei ACS-146-V-Sch2b	acetaldehyde	5	Peptoniphilus harei	837	Acetaldehyde	2013
Peptoniphilus harei ACS-146-V-Sch2b	N-acetyl-D-glucosamine	5	Peptoniphilus harei	837	N-Acetyl-D-Glucosamine (N-Acetylglucosamine)	2172
Peptoniphilus harei ACS-146-V-Sch2b	acetate	5	Peptoniphilus harei	837	Acetate	2014
Peptoniphilus harei ACS-146-V-Sch2b	Adenine	5	Peptoniphilus harei	837	Adenine	2017
Peptoniphilus harei ACS-146-V-Sch2b	L-alanine	5	Peptoniphilus harei	837	L-Alanine (D-Alanine, Alanine)	2125
Peptoniphilus harei ACS-146-V-Sch2b	L-argininium(1+)	5	Peptoniphilus harei	837	L-Arginine (Arginine)	2127
Peptoniphilus harei ACS-146-V-Sch2b	L-asparagine	5	Peptoniphilus harei	837	L-Asparagine (Asparagine)	2128
Peptoniphilus harei ACS-146-V-Sch2b	L-aspartate(1-)	5	Peptoniphilus harei	837	L-Aspartate (Aspartate, D-Aspartate)	2129
Peptoniphilus harei ACS-146-V-Sch2b	Biotin	5	Peptoniphilus harei	837	Biotin (Vitamin B7)	2035
Peptoniphilus harei ACS-146-V-Sch2b	butyrate	5	Peptoniphilus harei	837	Butyrate	2038
Peptoniphilus harei ACS-146-V-Sch2b	Choline	5	Peptoniphilus harei	837	Choline	2050
Peptoniphilus harei ACS-146-V-Sch2b	L-Carnitine	2	Peptoniphilus harei	837	L-Carnitine (D-Carnitine)	2130
Peptoniphilus harei ACS-146-V-Sch2b	cytosine	5	Peptoniphilus harei	837	Cytosine	2059
Peptoniphilus harei ACS-146-V-Sch2b	L-cysteine	5	Peptoniphilus harei	837	L-Cysteine (Cysteine, D-Cysteine)	2131
Peptoniphilus harei ACS-146-V-Sch2b	Cytidine	5	Peptoniphilus harei	837	Cytidine	2058
Peptoniphilus harei ACS-146-V-Sch2b	Adenosine	5	Peptoniphilus harei	837	Adenosine	2018
Peptoniphilus harei ACS-146-V-Sch2b	Folate	5	Peptoniphilus harei	837	Folic acid (Folate, Vitamin B9)	2091
Peptoniphilus harei ACS-146-V-Sch2b	Formate	5	Peptoniphilus harei	837	Formate	2093
Peptoniphilus harei ACS-146-V-Sch2b	D-Fructose	5	Peptoniphilus harei	837	D-Fructose (Fructose)	2061
Peptoniphilus harei ACS-146-V-Sch2b	galactitol	2	Peptoniphilus harei	837	Galactitol (Dulcitol)	2097
Peptoniphilus harei ACS-146-V-Sch2b	D-Glucosamine	5	Peptoniphilus harei	837	D-Glucosamine (Glucosamine)	2067
Peptoniphilus harei ACS-146-V-Sch2b	D-glucose	5	Peptoniphilus harei	837	D-Glucose (Glucose)	2068
Peptoniphilus harei ACS-146-V-Sch2b	L-glutamine	5	Peptoniphilus harei	837	L-Glutamine (D-Glutamine, Glutamine)	2134
Peptoniphilus harei ACS-146-V-Sch2b	L-glutamate(1-)	5	Peptoniphilus harei	837	L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)	2133
Peptoniphilus harei ACS-146-V-Sch2b	Glycine	5	Peptoniphilus harei	837	L-Glycine (Glycine)	2135
Peptoniphilus harei ACS-146-V-Sch2b	Glycerol	5	Peptoniphilus harei	837	Glycerol	2098
Peptoniphilus harei ACS-146-V-Sch2b	glycolate	5	Peptoniphilus harei	837	Glycolate	2102
Peptoniphilus harei ACS-146-V-Sch2b	Guanine	5	Peptoniphilus harei	837	Guanine	2105
Peptoniphilus harei ACS-146-V-Sch2b	L-histidine	5	Peptoniphilus harei	837	L-Histidine (Histidine)	2136
Peptoniphilus harei ACS-146-V-Sch2b	L-isoleucine	5	Peptoniphilus harei	837	L-Isoleucine (Isoleucine)	2140
Peptoniphilus harei ACS-146-V-Sch2b	Indole	5	Peptoniphilus harei	837	Indole	2114
Peptoniphilus harei ACS-146-V-Sch2b	L-leucine	5	Peptoniphilus harei	837	L-Leucine (Leucine)	2142
Peptoniphilus harei ACS-146-V-Sch2b	L-lysinium(1+)	5	Peptoniphilus harei	837	L-Lysine (Lysine, D-Lysine)	2143
Peptoniphilus harei ACS-146-V-Sch2b	Maltose	5	Peptoniphilus harei	837	Maltose	2161
Peptoniphilus harei ACS-146-V-Sch2b	D-Mannose	5	Peptoniphilus harei	837	D-Mannose (Mannose)	2072
Peptoniphilus harei ACS-146-V-Sch2b	L-methionine	2	Peptoniphilus harei	837	L-Methionine (D-Methionine)	2145
Peptoniphilus harei ACS-146-V-Sch2b	L-methionine	5	Peptoniphilus harei	837	L-Methionine (D-Methionine)	2145
Peptoniphilus harei ACS-146-V-Sch2b	D-Mannitol	5	Peptoniphilus harei	837	D-Mannitol (Mannitol)	2071
Peptoniphilus harei ACS-146-V-Sch2b	Menaquinone 8	5	Peptoniphilus harei	837	Menaquinone (Vitamin K2)	2163
Peptoniphilus harei ACS-146-V-Sch2b	Nicotinate	5	Peptoniphilus harei	837	Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3)	2179
Peptoniphilus harei ACS-146-V-Sch2b	Ammonium	5	Peptoniphilus harei	837	NH3 (Ammonia, NH4+, Ammonium)	2178
Peptoniphilus harei ACS-146-V-Sch2b	octadecanoate (n-C18:0)	5	Peptoniphilus harei	837	Stearic acid (Stearate, Octadecanoate)	2216
Peptoniphilus harei ACS-146-V-Sch2b	Ornithine	5	Peptoniphilus harei	837	L-Ornithine (Ornithine)	2146
Peptoniphilus harei ACS-146-V-Sch2b	Phenylalanine	5	Peptoniphilus harei	837	L-Phenylalanine (Phenylalanine, D-Phenylalanine)	2147
Peptoniphilus harei ACS-146-V-Sch2b	propionate	5	Peptoniphilus harei	837	Propanoate (Propionate)	2201
Peptoniphilus harei ACS-146-V-Sch2b	L-proline	5	Peptoniphilus harei	837	L-Proline (Proline, D-Proline)	2148
Peptoniphilus harei ACS-146-V-Sch2b	Putrescine	5	Peptoniphilus harei	837	Putrescine	2203
Peptoniphilus harei ACS-146-V-Sch2b	Pyridoxal	5	Peptoniphilus harei	837	Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6)	2204
Peptoniphilus harei ACS-146-V-Sch2b	D-ribose	5	Peptoniphilus harei	837	D-Ribose (Ribose)	2074
Peptoniphilus harei ACS-146-V-Sch2b	Riboflavin	5	Peptoniphilus harei	837	Riboflavin (Vitamin B2)	2210
Peptoniphilus harei ACS-146-V-Sch2b	Serine	5	Peptoniphilus harei	837	L-Serine (Serine, D-Serine)	2151
Peptoniphilus harei ACS-146-V-Sch2b	sulfate	5	Peptoniphilus harei	837	Sulfate (Sulfuric acid)	2219
Peptoniphilus harei ACS-146-V-Sch2b	Spermidine	5	Peptoniphilus harei	837	Spermidine	2212
Peptoniphilus harei ACS-146-V-Sch2b	Succinate	5	Peptoniphilus harei	837	Succinate	2217
Peptoniphilus harei ACS-146-V-Sch2b	Sucrose	5	Peptoniphilus harei	837	Sucrose	2218
Peptoniphilus harei ACS-146-V-Sch2b	Taurine	2	Peptoniphilus harei	837	Taurine	2221
Peptoniphilus harei ACS-146-V-Sch2b	Thiamin	5	Peptoniphilus harei	837	Thiamine (Vitamin B1, Thiamin)	2226
Peptoniphilus harei ACS-146-V-Sch2b	L-threonine	5	Peptoniphilus harei	837	L-Threonine (Threonine)	2153
Peptoniphilus harei ACS-146-V-Sch2b	Thymidine	5	Peptoniphilus harei	837	Thymidine	2228
Peptoniphilus harei ACS-146-V-Sch2b	Trehalose	5	Peptoniphilus harei	837	Trehalose	2231
Peptoniphilus harei ACS-146-V-Sch2b	L-tryptophan	5	Peptoniphilus harei	837	L-Tryptophan (Tryptophan)	2154
Peptoniphilus harei ACS-146-V-Sch2b	L-tyrosine	5	Peptoniphilus harei	837	L-Tyrosine (Tyrosine)	2155
Peptoniphilus harei ACS-146-V-Sch2b	uracil	5	Peptoniphilus harei	837	Uracil	2237
Peptoniphilus harei ACS-146-V-Sch2b	Uridine	5	Peptoniphilus harei	837	Uridine	2239
Peptoniphilus harei ACS-146-V-Sch2b	L-valine	5	Peptoniphilus harei	837	L-Valine (Valine, D-Valine)	2156
Bacteroides pectinophilus ATCC 43243	acetaldehyde	5	Bacteroides pectinophilus	130	Acetaldehyde	2013
Bacteroides pectinophilus ATCC 43243	acetate	5	Bacteroides pectinophilus	130	Acetate	2014
Bacteroides pectinophilus ATCC 43243	Adenosylcobalamin	5	Bacteroides pectinophilus	130	Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III])	2019
Bacteroides pectinophilus ATCC 43243	L-alanine	5	Bacteroides pectinophilus	130	L-Alanine (D-Alanine, Alanine)	2125
Bacteroides pectinophilus ATCC 43243	L-arabinose	5	Bacteroides pectinophilus	130	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	2060
Bacteroides pectinophilus ATCC 43243	L-asparagine	5	Bacteroides pectinophilus	130	L-Asparagine (Asparagine)	2128
Bacteroides pectinophilus ATCC 43243	L-aspartate(1-)	5	Bacteroides pectinophilus	130	L-Aspartate (Aspartate, D-Aspartate)	2129
Bacteroides pectinophilus ATCC 43243	Biotin	5	Bacteroides pectinophilus	130	Biotin (Vitamin B7)	2035
Bacteroides pectinophilus ATCC 43243	L-cysteine	5	Bacteroides pectinophilus	130	L-Cysteine (Cysteine, D-Cysteine)	2131
Bacteroides pectinophilus ATCC 43243	laurate	5	Bacteroides pectinophilus	130	Dodecanoate (Lauric acid, Laureate)	2087
Bacteroides pectinophilus ATCC 43243	ethanol	5	Bacteroides pectinophilus	130	Ethanol	2089
Bacteroides pectinophilus ATCC 43243	Formate	5	Bacteroides pectinophilus	130	Formate	2093
Bacteroides pectinophilus ATCC 43243	D-Fructose	5	Bacteroides pectinophilus	130	D-Fructose (Fructose)	2061
Bacteroides pectinophilus ATCC 43243	D-Galacturonate	5	Bacteroides pectinophilus	130	D-Galacturonate	2065
